,Title,Company,Location,Salary,Job Url,Snippet
2058,Data Processor,SPD JOBS INC.,Muntinlupa,"PHP 25,000 - PHP 30,000 a month",https://ph.indeed.com/company/SPD-Jobs-Inc./jobs/Data-Processor-921fc00513a548d4?fccid=7a97f43398d05507&vjs=3,Entered data into company's database.
2059,Data Scientist (Bootcamp),Novare,Taguig,,https://ph.indeed.com/rc/clk?jk=ae928472048bc83c&fccid=c4795c2c59c21bcd&vjs=3,Support the creation of advanced visualizations by collaborating with data analysts.
2060,Data Agent / Data Encoder,GREAT DEALS E-COMMERCE CORP,Quezon City,,https://ph.indeed.com/company/GREAT-DEALS-E--COMMERCE-CORP/jobs/Data-Agent-be8aa21741bcd698?fccid=79b30c7b12f8cb5c&vjs=3,Assist in maintaining Analytics data and files.
2061,Underwriter Support Assistant,"Agents.ph, Inc.",San Juan,"PHP 15,000 - PHP 25,000 a month","https://ph.indeed.com/company/Thurston-Software-Solutions,-Inc./jobs/Underwriter-Support-Assistant-35ce5cf186d443ee?fccid=ea1523c4ad64ed2b&vjs=3",Provide pre-underwriting and rating support to Underwriters and other staff.
2062,Office Assistant,Tiger Consulting and Software Devt Inc.,Makati,"PHP 11,500 - PHP 13,500 a month",https://ph.indeed.com/company/Tiger-Consulting-and-Software-Devt-Inc./jobs/Office-Assistant-b235ae6095faa0aa?fccid=fb174367616c2ee0&vjs=3,Check data accuracy in orders and invoices.
2063,Data Analyst- WFH,ArchIntel Corporation,Remote in Taguig,,https://ph.indeed.com/company/ArchIntel-Corporation/jobs/Data-Analyst-376739e477a576cc?fccid=7d1a9ace06feccf8&vjs=3,We are seeking a talented data specialist to provide technology and data support.
2064,IT Technical Support L1,INTELEGENCIA BPO LLC CORP.,Pasig,"PHP 20,000 - PHP 23,000 a month",https://ph.indeed.com/company/Intelegancia-BPO-LLC/jobs/IT-Technical-Support-e652afe84fac4a84?fccid=360d9f592789cf35&vjs=3,"Job Description: *Level 1 support is the first tier of support, usually provided by IT support personnel with the least experienced but good understanding of…"
2065,"Virtual Assistant | Freelance, Remote Work","Magic, Inc.",Remote in Taguig,,"https://ph.indeed.com/company/Magic,-Inc./jobs/Virtual-Assistant-Freelance-f6d470d14355be61?fccid=28497732182d705b&vjs=3",Capable of using spreadsheets and other data-driven platforms.
2066,Data Communications Assistant,The Huddle Room,Makati,,"https://ph.indeed.com/company/Huddleroom-Media,-Inc./jobs/Data-Communication-Assistant-7edf71d63b420c42?fccid=e320e65a87b5a77a&vjs=3",Assist with regular data review and cleanup to maintain overall data integrity.
2067,"Operations Specialist, Fitbit Customer Support",Google,Manila,,https://ph.indeed.com/rc/clk?jk=f0dd95881ab86453&fccid=a5b4499d9e91a5c6&vjs=3,You will work cross-functionally to ensure that customer support representatives are able to effectively support retail and sales partners on behalf of our…
2068,Data Engineer,Booth & Partners,Remote in Makati,"PHP 60,000 - PHP 100,000 a month",https://ph.indeed.com/company/Booth-&-Partners/jobs/Data-Engineer-83947b5d4a92d2bc?fccid=16169d03fd5e9971&vjs=3,"*Explore available **data sources**, support the design of and manage the ingestion and modelling of data to a data warehouse*."
2069,Customer Happiness,Prosperna Philippines Inc.,Remote in Muntinlupa,"PHP 15,000 - PHP 20,000 a month",https://ph.indeed.com/company/Xtendly-Philippines-Inc./jobs/Customer-Happiness-62e4ea4a67cbbcc7?fccid=a10b08d10ce481e5&vjs=3,Respond to customer support inquiries and monitor the incoming tickets in all support channels.
2070,Data Analyst -,SGS,Muntinlupa,,https://ph.indeed.com/rc/clk?jk=66bcefbe86985e90&fccid=97b09f9ddc8a3d6c&vjs=3,"Key focus areas may include sample login data, field data, subcontract lab data, verification of report data accuracy, invoice data, maintenance of a customer…"
2071,18 - Bookkeeper and Admin Assistant (Homebased),Support Shepherd,Remote in Manila,"PHP 40,000 - PHP 60,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-998e2ba8d7fac3c6?fccid=28382f241cf295a3&vjs=3,"Use Quickbooks Online for all bookkeeping and data entry, including creating invoices, entering payables and expenses, reconciling bank and credit card accounts…"
2072,Data Analyst,Prosource BPO,Makati,"PHP 50,000 - PHP 80,000 a month",https://ph.indeed.com/company/Prosource-BPO/jobs/Data-Analyst-a4bc4d310120da87?fccid=d4c0bff4ac2e5d6d&vjs=3,"Utilize company data and systems (Salesforce, CRM, custom data sets and APIs, etc) to develop timely, meaningful analysis and insights that serve to support,…"
2073,Level 2 Helpdesk Support,hammerjack,Remote in Makati,,https://ph.indeed.com/company/Hammerjack/jobs/Level-Helpdesk-Support-198e59fa2c19b5c7?fccid=1edfc385ede77e6d&vjs=3,Provide Office 365 administration and support.
2074,Business Intelligence Analyst,Bayview Technologies Inc.,Makati,"PHP 28,000 - PHP 34,000 a month",https://ph.indeed.com/company/Bayview-Technologies-Inc./jobs/Business-Intelligence-Analyst-9980e35d218fac85?fccid=aec836a8d6f84175&vjs=3,"Develops protocols for data processing, data extraction, and manipulation."
2075,Hiring: IT Support,iStaff Solutions Inc.,Pasig,"PHP 16,000 - PHP 18,000 a month",https://ph.indeed.com/company/iStaff-Solutions-Inc./jobs/-9f16752f12b2dacc?fccid=16377796151c5881&vjs=3,"Protect customer data from outside infiltration through encryption, secure data storage and other necessary means."
2076,Travel Document Coordinator,Together Light Inc.,Manila,"PHP 22,500 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CTj5eSJOiPz-c2n1g7yLeabO8fai7ZH3rNP3GEJUYe3kGTU4sCoQm34ddnr3oCMbyy9GRNEmaBe8qBI6qQN29uC83buxPBa07VOWriAlIe0gWMlj51MQa-6z-RheXNgZtWGb6-k8lQ5ESgtHbUHMa_kL0YHpMJtZev-o2sg11b-4jRwvVIHyNbweFD0wIGMd156816yYb97RudF_fO44JP6ECxPfo6q94j0pqcLPBn__eighYHfYbmfAWO92xNYuAgjXdOqayiLAffqtTuWUd3J3ukbxhG8FJXh5JmhL1VdwTo2uAsTF4SrjsZ3jgSOBabh3zCMoliNe4oNqOvg2LkCKsXLGjjp8OVxZO7oAr_xy2_OrDAQjnnVGjcAgC-0k7NNRn4u84BXNHbwiXNYlOHSzy5mXsQThedPQ8tjXV8zdmz1fRDJHuQC9M0ZyBsPX3RsebqGrvKelNGzkl3eDL6vT8WjuZC5yktVFyFryVzvQ==&p=0&fvj=1&vjs=3,"Coordinate with assistants for encoding of data, and communicate with clients to verify accuracy of encoded forms."
2077,Sales Assistant,Green Wave Ingredients/Ingredients Online,Remote in Manila,"PHP 25,531 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BjZVXByf3I_pFFncyMRmw2yRfM9HpHwZBYfF_jGBXQz9KQ4vB9LjJf0xheWzVJNPYUYszY2f2lBqjro1irJh1KXjbEoyh86pdikqn87sK97HB-dxFkKKf-nkZdrFIWKh9jv3kiUfL77G2NfuLqsyGzJunXf5v51j1n5u44H_yWk7APa4_d5KJ2khm5ha4KkFXF3EwxCApyJSPI7JwCfIZ1KCX3mPl4k8tF7_GjTSYirDlVYUitYPv8mL2LO3UDCdvnXLwWh-hsB4uhYR3w6yGk0P3eQRn7QppUEQvAxzFv6rkL6csZeILsCio9AA1z9CXD_8aBYaJK8xI7GFpDkVrwB0Kn6GwAr833AvNztn-uz0hRZZorQn9YbfkNwSVGIMPoW7RIxQRUM5kdsoLJuicd2lYeqzacuHd8stLFy2PuW18RzFR2fjjT-wkXbZ5HIK_OAQqnW1-bZVL5hI4bw1Ms&p=1&fvj=1&vjs=3,GWI is looking to hire Sales Assistants to work remotely.
2078,Property Management VA,24x7 Direct,Remote in Philippines,"PHP 32,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Artre9VNI7HTLi4GVY6QSjrMfjDVSagSvVomG3HY7HcUNtSBa8CEZ34SXBAX6XuZjJHAmKRlFOlvAbnV372owcHIa4qUkJuWg0FHsfcCDqOfyqahvwWapbxXM4oSxutnlazxAXumksoif1-KUfk24D-rh-LYsOYRUetrMrVq0J739_EXhHzcMU9yb1pP7ANPe9KFIlAh6MZ_ro-LTOYJRScwxC8wPB4tvm4VAtnGRcKQphFBB45mX6vl-hpFwhT6tYJx0kfOt0cB0JroRweFdEOXodT2JW-vA7Tztn3DT__L49sWucBvKwbHGfnzPJVAq7gsMHw74wUvyIFKIHfLOKg8Bek-zZYCc53loudWkO7dLjdvwtoqDlcNxiSAyn7-Udb2S0dC7mfilFGtkilkcVRjnnimdWVFnA4FIcy3w_CQ2C1SCbl-nL5bMWW6AEmANqORGrqkXkXVZMtQt0jfaXCWcmdWjUl5r4iSZekCxhEQ==&p=2&fvj=1&vjs=3,Take over management – data entry and related forms.
2079,05 - Executive Virtual Assistant - Homebased,Support Shepherd,Remote in Manila,"PHP 70,000 - PHP 75,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-e5b07f3851aec2e7?fccid=28382f241cf295a3&vjs=3,"Experience with data entry, internet research, and MS Excel."
2080,Project Management Associate | Entry Level,Accenture,Mandaluyong,"PHP 20,000 - PHP 27,000 a month",https://ph.indeed.com/company/Accenture/jobs/Project-Management-Associate-Entry-Level-86315cd45e7cd9ec?fccid=a4e4e2eaf26690c9&vjs=3,"In adherence to Accenture’s process of Identity Verification, your resume or CV must include your photo to ensure the accuracy of your application.*."
2081,Operations Assistant - Work from Home,FiltaGlobal,"Temporarily Remote in Makati
+2 locations",,https://ph.indeed.com/company/FiltaGlobal/jobs/Operation-Assistant-a7620b795541c8b2?fccid=b8eacc727ba93ffa&vjs=3,Exceptional analytical skills to sift through high volumes of data and information.
2082,Data Center Operator,DBP Data Center Inc.,Makati,,https://ph.indeed.com/company/DBP-Data-Center/jobs/Data-Center-Operator-e17bd42a752687e4?fccid=defc07564bad39d9&vjs=3,"Carry out procedures needed to maintain data, transactions, and reports from the systems."
2083,Casino Data Analyst (Business Monitoring),Onward Worldwide Management & Consultancy,Makati,"PHP 18,000 - PHP 25,000 a month",https://ph.indeed.com/company/Onward-Worldwide-Management-Consultancy/jobs/Casino-Data-Analyst-832087969fb1a8a6?fccid=1d0e48680863ed90&vjs=3,Assist in the daily ongoing support for Data Requests.
2084,Specialist Master Data,BHP,Manila,,https://ph.indeed.com/rc/clk?jk=d628070eeec6bc88&fccid=3767daace643dd17&vjs=3,Have exceptional attention to detail and appreciation for quality data and integration.
2085,Branch Personnel - MANILA,Cebuana Lhuillier,"Manila
+4 locations","PHP 13,000 - PHP 14,000 a month",https://ph.indeed.com/company/Cebuana-Lhuillier/jobs/Branch-Personnel-ef9b42b4f2594394?fccid=17b1d56a858c67c8&vjs=3,Assists in filing and encoding of data.
2086,Chemist,Unilever,Manila,,https://ph.indeed.com/rc/clk?jk=2b593590e108efe9&fccid=37e886222e0cbb3a&vjs=3,Problem solving and data analysis skills.
2087,IT Support,"TRI7 Solutions, Inc.",Makati,"PHP 20,000 - PHP 22,000 a month","https://ph.indeed.com/company/TRI7-Solutions,-Inc./jobs/IT-Support-15b4160dd81c4251?fccid=84403faa47a1188c&vjs=3",Highly technical and data management skills.
2088,Risk Analyst,Shopee,Taguig,,https://ph.indeed.com/rc/clk?jk=41590bd718dde4c8&fccid=0b476c4a7add47fe&vjs=3,Excellent communication skills both spoken and written and excellent data story teller.
2089,Sales Support,The Rigging Corporation,Pasay,"PHP 18,000 a month",https://ph.indeed.com/company/The-Rigging-Corporation/jobs/Sales-Support-2eddaef2e556471b?fccid=975d92f1fb05749d&vjs=3,"Performing data entry tasks for sales figures, metrics, and other relevant information and maintaining an organized and accessible filing system."
2090,Admissions Data Analyst,GUS Education Philippines,Temporarily Remote in Pasig,"PHP 25,000 - PHP 35,000 a month",https://ph.indeed.com/company/GUS-Education-Philippines/jobs/Admission-Data-Analyst-a95f44ac2ba0ba0a?fccid=6851074a8da86573&vjs=3,"Develop and utilise local reports that monitor performance, identify data mismatches and enhance data integrity promptly in line with existing SLAs."
2091,Data Integration Specialist,Wide-out Workforces Inc.,Temporarily Remote in Makati,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_zRomaOYb_C6hnjExV2yiWZZy41wZeVeUdbo2CLN71EdUPoPV51FawCqjJBO03tRm1E1Bnik_OJz7xuNqH-66tTAaa-eu7qZi4a5D7PJSvvc-haBAbYJ-Z_IZ28CT4NQZFtiwu9quKWVhXWrM6SnOJ7Qj4yJNgI5kRUUt1M0lk76xSiR7Rmm6Qm8IDvNl7XzpDEc7Wq6CeV5Pm_lHEwudizeFp_3Qbpckx7pOkQuVb1RkR6U2QfIsAupEKBiu7guAA1zPO9k9Khotmm9lqnoorksaeA9LX9WfZJxziHOEfpOLHidwjdlH6fNbgKNSFF0vMs6p1GewUnOTQH0XONGF74daOXEETKbxvPTOejojkgzwE2wJlZ7ZsYP912ybpIM-YOOym4h5kwdE3bzCAj1NSmkACPkAK26ubYNKRmdbLwMsQ6FhoMMRhScjcFSlOjnl-CNU00fJrmRlZ9iXE-u1hhys0gfkIe0-McB90UJySg==&p=0&fvj=1&vjs=3,"Scrubbing data, writing testing scripts, performing quality control on data and data storage, and enabling data access."
2092,Executive Assistant,Persona,Remote in Manila,"PHP 50,000 - PHP 90,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BqTt_TCrbGiKvuJgEm1RE1QBfsvTfrIlcFIEXIu9LR7V9emzF23f9krblB0BWtmY1qw3WBk_BCdao17rI0aL9VoK6QPQCXChIZK0b_3Og2dv65EcbuWEp5yrod2tCzGOmIKRw99lssuGkx2aP8S3VPdtO6FjMeqqTOWLW8jslgoAtL-bkeS5jdsrTELikBz61U2L6SVyC-2pUrEheW7BaC277JYXbBVgGLQ1DszPu7qUwEFluuW0NLjS9LSwrOmJ5QW6iJB9jp9cFSFmB0lujwrGOHKshsynUl4zD_fTHm3D7Q24kH5q_AyLK22BWoAISt-WJ_rlz0nV7QKUU4hVI9n54kbCAtKt3wc_TFGN6xqVkYwtDpc8VWLeUB1F-DdM0rWCFJmn8dUbPW1Kko14mIxFCB1qWVu5nU73h9915DOheWxh-t740MsuIwevw3zAJY9hT4LhHdJ2GbAY3qTLm7xcfMmHK7Y8Y=&p=1&fvj=1&vjs=3,Online research and data collection using spreadsheets.
2093,Administrative Assistant,"Psychometric, Inc.",Remote in Manila,"PHP 50,000 - PHP 90,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BqT8kY4NWzV3wdhZRjB9PSX9DRXQ_0PjMT32Zd9noJHOc-hQBCOPxf77n-5BMFjsIAh7F9LJEagmUUoCtkW3kJ_hghejfXQDoXGRYlfJxNLyJGXPsTrbalUEmEn4j9nLzCurY8ylf4QGZRhZDzNNzQGUMYNtWKJx3IVim4L8mjbWPBXOjb1jWuLHbR0pCF3qonashr5YULAMm339ToTCwDsq6_6o0QBy4A4rbGtiLwMCLHw4lpbMlvEcG0shR0wXRP12RWyfeJLa6-cFPCquuYh1P_GBGXr4TZxtGFzT3HRBqgQVAGAgvEh07bifXXaYk25_IseMLiLn9N2LhamhZ9AcfI5rBwgMLg8NTjRkxFucfySKz4_gY8Jw4_OKyG3JaxWo-pYfo2Q3aYqLZ7PWbAzSWkHGrDGdn0gllbK2MlwdG0PiuIxiHeqXht-ATXrESwXn5G7Y4uGyu6rrfccwxelDv7pOo8Mi0=&p=2&fvj=1&vjs=3,Online research and data collection using spreadsheets.
2094,MIS Assistant,"People's Credit Network Finance Co., Inc.","Quezon City
+1 location",,"https://ph.indeed.com/company/Peoples-Credit-Network-Finance-Co.,-Inc./jobs/Mis-Assistant-2bf695e24d3e362f?fccid=6c6982a84673cab4&vjs=3","Design and develop reports that analyses claims activity, encounter data activity, authorization activity, internal processed, data transfer and other topics."
2095,Executive Assistant,"Psychometric, Inc.",Remote in Manila,"PHP 50,000 - PHP 90,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BqT8kY4NWzV3wdhZRjB9PSX9DRXQ_0PjMT32Zd9noJHOc-hQBCOPxfms6lA9q4X0P7oWVMghL7gFJJDaHofS9e8kOa0UDUXqK5Iq0XrUduN902MZdUdN6SSwBlrYAeOveL7Ld7cIbixPxKN-MSOGmmPPAFhL2jLyCJbh6pogEmBPA0G0XoGCu5Bjep10EPai3arukjm3IzXQbu27q0YUPomN5JjD7EK0HsqvyMuOiVQQccThmIvBh6GbWYlWy4KWNOOF7PP6mstBI2P4o2ff-U5D7-leXv8_aKs10c5heFQCVGPrOOYknC7sQ1D5EbfZfw_54w0V81W0a_TP-TQAuB4qxpHKdETy9fm_0sjCMJgdcSsJvkyFUDlmOwC1LxPiqraQJ1Zev2z_e54hAeVEi4V3n1RTZ528EqD-1_27Fg81h9ysWRiqf2OIiNl6LC7E41aN03pg3b_fiSGpv5P9h_N9IlH5hB_d4=&p=4&fvj=1&vjs=3,Online research and data collection using spreadsheets.
2096,Shopify Marketing Assistant,GrowthAssistant,Remote in Manila,"PHP 40,000 - PHP 60,000 a month",https://ph.indeed.com/company/GrowthAssistant/jobs/Shopify-Marketing-Assistant-365c248afd300a6a?fccid=bc27547eac27f7b0&vjs=3,"Administrative - You will be working on organizing, preparing, coordinating, cleaning up data, creating SOPs and managing various tasks and documents to support…"
2097,MS Excel Virtual Assistant,Go Virtuals,Remote in Taguig,,https://ph.indeed.com/company/Go-Virtuals/jobs/Ms-Excel-Virtual-Assistant-6ba85172f945f50a?fccid=4319b7527339f7f0&vjs=3,CRM Management/Database Management (if needed).
2098,Data Analyst,"Federal Phoenix Assurance Company, Inc",Makati,,"https://ph.indeed.com/company/Federal-Phoenix-Assurance-Company,-Inc/jobs/Data-Analyst-9a492df9b99b38b1?fccid=55dcd088afdd0010&vjs=3","Prepare and organize data for the sales team to effectively communicate market trends, patterns and predictions using relevant data."
2099,WT Interns,PwC,Makati,,https://ph.indeed.com/rc/clk?jk=be01d35fc0db79db&fccid=5e964c4afc56b180&vjs=3,"Handle, manipulate and analyse data and information responsibly."
2100,Sales Support Specialist,Penbrothers International Inc.,Makati,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Sales-Support-Specialist-1e0876f05d1870fc?fccid=f073b02fe5aaf1d9&vjs=3,Regular data quality checks within the CRM.
2101,Team Leader (Back Office) | Up to 35K,Offshore Business Processing Inc,Pasig,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Offshore-Business-Processing-Inc/jobs/Team-Leader-2830c58483a9dbf9?fccid=79f1dc70cd56716e&vjs=3,"Support the Operations Manager in providing leadership, guidance and support to agents to ensure the creation of a positive and productive work atmosphere and…"
2102,Master Data Specialist,iSupport Worldwide,Temporarily Remote in Pasig,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/iSupport-Worldwide/jobs/Master-Data-Specialist-2a98508434ce2839?fccid=1e6c5e7823bdb3b1&vjs=3,Supports business units with Item and BOM data control.
2103,Vendor Master Data Associate,Merck KGaA Darmstadt Germany,Fort Bonifacio,,https://ph.indeed.com/rc/clk?jk=195941fd794ab5dc&fccid=68d0e0954a811351&vjs=3,Perform the regular maintenance of employee and vendor master data ensuring utmost control and data integrity.
2104,Admin and Sales Support (BPO) | Up to 30K,Offshore Business Processing Inc,Pasig,"PHP 25,000 - PHP 30,000 a month",https://ph.indeed.com/company/Offshore-Business-Processing-Inc/jobs/Admin-Sales-Support-78527bcb9d5eee87?fccid=79f1dc70cd56716e&vjs=3,Coordinate with the other departments in gathering relevant data being requested for by the Client during the sales process.
2105,Data Analyst (Temporary WFH),"Solvento Philippines, Inc",Temporarily Remote in Makati,"PHP 20,000 - PHP 50,000 a month","https://ph.indeed.com/company/Solvento-Philippines,-Inc/jobs/Data-Analyst-fd1aee058fe2bd12?fccid=acde9b5fc758c547&vjs=3","Active involvement in projects such as data management, data integration/pipeline, data migration, data warehouse/data mart, big data, streaming, fast data,…"
2106,Medical Data Analyst,Superstaff,Temporarily Remote in Makati,"PHP 25,000 - PHP 35,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DXxJcICKi4fJ-7xIqzkW7u7P9qbp83CnzsBp2H-9cyL6jQg1Zfmm7YLdfj5qZbhi119QzWwPycdlbM3IhkUC0_2d8NERN2MZsmZVrfxpiOmm_VwAQiU4VMJaSnjTTlgOvjBNiMOBWjWl4grMO9s1AsFeLRDVfOrHWtubYrIZQN5sklLUxh1PagCWYKUr75kbfyweCN-uq-b0JWwEIaxkdcbGX2X8zvdqYKw_KBDvCu6NuNpQW0DkpA6ogDoj96_MRd3jTbvGhXd9iN_bq_T5ScFdkQ1XTzgeAphoz1pKhvCSKJAFg8FNL176NzOuacmLc_W21gNjydSNQ-94Zhlp44Iai6U_NejTrHruRn8ggJEO0GStCr33YMvmEJKfA3f6h4wNwDdDQ400wKpQqYlu-dG_1vRGyRlH1QmeaGm_DdoVnhO0VzofEMN2qAlxXW7JSkyDs16Cvdd58E9F18-KsoCcPeB2dRSn3ljdVxrYDPaQ==&p=0&fvj=1&vjs=3,"Contribute, with support from senior team members, to the development and maintenance of internal and client-facing resources for customers’ adoption and use of…"
2107,Datarwarehouse Data Analyst,Mission Consultancy Services Malaysia Sdn Bhd,Manila,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BTuPOuWUUxtahsTQDprkBOPUCI_uoMsNGuh8feZjRfhQDiDEQiFs6_F7PG-JcxYxlePFPh4HBGNvf2sul4WXyrqntRtBehyY-98faMapRNaCJ2JQW90HQsdtXEV7rlDaGPxrZ5Jel-QeQ6mGW4jYc2M3LSheZRwGWT7Dl80MB4ekjaIzqJG6TSrTFFX92DpAU1rjZPPSQSEkJ3KxdEP7_EaVOBX1tPssGLmK7qa5A30aGMZzpGEUDkoh-8wVa5rJCWFYjpsKgr6wX9RJfKkwJWYwO_g6IX_lL8ACvXLGHbIMZCZ-qmaaRbopnDlUkrEtUwZj8zyR8IyiXiujK47tdS5FLmp4iRPLHB76sxq1nw-JlGMJ9Tn_65r8Y43gk2JwkfZnhpKsvLbmYaxn8hj56UB9KeJVDi27MSmgeqImIP7En7tbk7akP2MeMmkxG0VLjrocYmKaB0EfTOUTb2CifP6k_64rCsYTFcIafaiPZniw==&p=1&fvj=1&vjs=3,Significant data warehousing experience preferably with Teradata.
2108,Customer Service Representative (CSR),Talentview for Visa Philippines Business...,Pasay,"PHP 27,500 - PHP 32,500 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bpz69YqBgqfFNaOjq73_6CJbGknDRLVncRVpNHx8QpJML2EPXG9oNfgqbDoJyGLWZsi7cS8sLHrYJp3-B-vP-fwTRdyQ1T2USvjDtBV3JNIn7KrQs7pAqyXhUtjrn5nLPmt_gcz1jn6weoeYDAxR5U5ASu3cZI1cGW-hTd9JxH6EvaEw7xsUViXZflEcAFq7e8RIlaAHuvuseqlwd8q4zXA2fQVkw_CJPR0NXeIDWVFMlyQcDuLWiff71u5xe8enCmv4kvb4EQy9ALdXR1rVwwI0_JMM6LifgV2CkopxXq6gBdD_vgq-t339EDIw1BgHevrESAyKcvL7kpYvLszekzyayC-9rcu7Ah86xitLiLUoEVlD9vNT6FUKDGbqYMYo_PBBQ82gAZFCIZX3I6pU5Webrj9Xc8Fbh6x3K-_3i5_rQzrNcYQcemBlBLue7_xZyf0s2o1eUjPBhSMvnwwnT254uHvjNoIsKGQM9zrMsg_w==&p=2&fvj=1&vjs=3,Accurately update and maintain cardholder data in appropriate databases.
2109,DATA INTEGRATION ANALYST,Incenter Solutions LLC Philippine Branch Office,Remote in Pasig,,https://ph.indeed.com/company/Incenter/jobs/Data-Integration-Analyst-51c2545767cfea27?fccid=69ed5dabacccb567&vjs=3,Create reports and analyze HubSpot data to support the following functions:
2110,CORPORATE COMPLIANCE OFFICER,SECUREAIR CORPORATION,Pasay,"PHP 20,000 - PHP 40,000 a month",https://ph.indeed.com/company/SECUREAIR-CORPORATION/jobs/Corporate-Compliance-Officer-9f15d33e4b1351b5?fccid=61a61010e7318715&vjs=3,Assists and supports corporate leagl with their work as needed.
2111,Reports Analyst,Everise,Remote in Taguig,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Hyperlab-Japan/jobs/Report-Analyst-a78a10fa75f0e223?fccid=1d6d9add82b8ebde&vjs=3,Provide back-up support during periods of high-volume workflow.
2112,Paralegal/Admin Support (Homebased),Outsourced Quality Assured Services Inc,Remote in Quezon City,,https://ph.indeed.com/rc/clk?jk=26aad22456d06d04&fccid=7544d557f15468e0&vjs=3,Provide general support and assistance to team members.
2113,Document Controller,Wood Plc,Alabang,,https://ph.indeed.com/rc/clk?jk=37fd5b9b8639b828&fccid=022a1f0fd2bf3f85&vjs=3,Good data analysis and problem solving skills.
2114,Data Mining - Weekends off (f/m/d),Active Visions Group AG,Taguig,"PHP 25,000 - PHP 35,000 a month",https://ph.indeed.com/company/Active-Visions-Group-AG/jobs/Data-Mining-d78f967ea35f34ca?fccid=8b6379d9de94ea91&vjs=3,Data mining: 1 year (Preferred).
2115,Sales Admin and Support,Sigma Dynamics and Professionals Placement Agency,Quezon City,"PHP 20,000 - PHP 30,000 a month",https://ph.indeed.com/company/Sigma-Dynamics-and-Professionals-Placement-Agency/jobs/Sales-Admin-Support-b69df5a5a77c8b6b?fccid=69a0f9c25b79e87f&vjs=3,"Assist Sales Head and Account Manager/s on project development and monitoring (i.e.. Cost Estimate creation, PO Monitoring)."
2116,Data Research Analyst | Basic Pay + Incentives,Orkestra Communications,Quezon City,,https://ph.indeed.com/company/Alaska-Seafood-Wild-Natural-and-Sustainable-Corp./jobs/Data-Research-Analyst-Basic-Pay-Incentive-1920dcdcfdfe5237?fccid=59008c5ed2da9394&vjs=3,Experience in data research or analytics.
2117,Sales Support Officer,Colcap Servicing Pty. Ltd. - Philippine Branch...,Taguig,"PHP 27,000 - PHP 30,000 a month",https://ph.indeed.com/company/Colcap-Servicing-Pty.-Ltd.---Philippine-Branch-Office/jobs/Sales-Support-Officer-f92d5bf7058c47e7?fccid=55042bbc5249ca19&vjs=3,Accurate data entry of application information into database.
2118,IT Support Analyst,Bolton International,Temporarily Remote in Taguig,"PHP 30,000 a month",https://ph.indeed.com/company/Bolton-International-Inc./jobs/IT-Support-Analyst-1ad5e22510656a32?fccid=dc520d608b783343&vjs=3,Coordinates urgent/complicated support issues.
2119,Quality Analyst,Unilever,Manila,,https://ph.indeed.com/rc/clk?jk=d143454cb4825c60&fccid=37e886222e0cbb3a&vjs=3,Problem solving and data analysis skills.
2120,Homebased Administrative Assistant,Outsourced Quality Assured Services Inc,Remote in Manila,,https://ph.indeed.com/rc/clk?jk=49a4949e521a81a3&fccid=7544d557f15468e0&vjs=3,Appreciate the importance of accurate data.
